"date","Cases.Mean","Cases.sd","Cases.q2.5","Cases.q50","Cases.q97.5","Deaths.Mean","Deaths.sd","Deaths.q2.5","Deaths.q50","Deaths.q97.5","model"
2020-01-19,0.00715652289888239,9.66051870419996e-05,0.00715819621857372,0.00715819631687563,0.0071581964145892,4.91445031404399e-05,8.24946981641713e-07,4.9158791716767e-05,4.91587930664408e-05,4.91587944080388e-05,"Standard"
2020-01-26,0.03477192186219,0.000253596407504435,0.0347763128208681,0.0347763147144637,0.0347763165967247,0.00117072778309954,1.29462157297279e-05,0.00117095197834488,0.00117095204037596,0.00117095210203574,"Standard"
2020-02-02,0.127206722366078,0.000872027673527099,0.1272218157512,0.127221827802922,0.127221839782506,0.00660529972421983,5.36451928280207e-05,0.00660622843104327,0.00660622897750929,0.00660622952070437,"Standard"
2020-02-09,0.447459542021048,0.00291771753458857,0.447510022278785,0.447510083242486,0.447510143841283,0.0266059033726861,0.000187315812115535,0.0266091449363817,0.0266091480927394,0.0266091512302044,"Standard"
2020-02-16,1.57644319893019,0.00992372531159036,1.57661481724558,1.57661509923811,1.57661537954275,0.0980279879340571,0.000642872724465573,0.098039108356501,0.0980391238832831,0.0980391393171282,"Standard"
2020-02-23,5.60708120499061,0.0340671566261131,5.60767007635572,5.60767132072561,5.60767255764725,0.353699275524325,0.0022121595052805,0.353737524078234,0.353737594870252,0.353737665238539,"Standard"
2020-03-01,20.1041975847158,0.117389901429517,20.1062256976634,20.1062310247855,20.1062363200221,1.27391043077727,0.00763535940469217,1.27404238219043,1.27404269137856,1.27404299871603,"Standard"
2020-03-08,72.442704453873,0.404427565712015,72.4496876821963,72.4497099783122,72.4497321409749,4.59839566940185,0.0263665703907544,4.59885108101319,4.59885239352439,4.59885369817955,"Standard"
2020-03-15,260.956738864513,1.38467783464273,260.980632352368,260.980724310279,260.980815720721,16.6210735491899,0.090793572702862,16.6226408218714,16.6226462808603,16.6226517072175,"Standard"
2020-03-22,730.401033186079,3.68097889574573,730.464522620527,730.464787013253,730.465104800364,54.7688454515779,0.284496355506523,54.7737309902306,54.7737798822745,54.7738014821328,"Standard"
2020-03-29,1198.24385893978,5.7687126184436,1198.34307783479,1198.34382118935,1198.34440912451,127.729320654917,0.634998676020215,127.74027648162,127.740318202208,127.740372844666,"Standard"
2020-04-05,1708.05664994351,7.88384750797009,1708.19192247937,1708.1933416882,1708.19421828879,235.251578592773,1.12346975339075,235.270899434008,235.271046765254,235.27116155622,"Standard"
2020-04-12,2195.26138210878,9.68873518236651,2195.42741061996,2195.42940617053,2195.43056202288,367.579440718362,1.68949017160457,367.608431271699,367.60873237897,367.608920829477,"Standard"
2020-04-19,2670.05775224747,11.1872569628265,2670.24930692759,2670.2517817377,2670.25321278577,508.40224126145,2.24369117188132,508.440697322881,508.441149606215,508.441417339338,"Standard"
2020-04-26,3155.2967852629,12.4289102189132,3155.50944170167,3155.51236292033,3155.51405916679,651.087785649449,2.7420797964923,651.134744230664,651.135342692234,651.135690219859,"Standard"
2020-05-03,3663.20135080083,13.400727245293,3663.43047602853,3663.43379181968,3663.43576541611,795.359874273253,3.16829084613152,795.414093732689,795.414826851092,795.4152527335,"Standard"
2020-05-10,4195.46573741025,14.0351744054083,4195.70549488206,4195.7091948855,4195.71142807288,942.776162808114,3.5127429328773,942.836232963939,942.837092515498,942.837596902644,"Standard"
2020-05-17,4745.41931576732,14.2325127562924,4745.66218457998,4745.66621127124,4745.66867991027,1097.22844055299,3.81247124331589,1097.29355747073,1097.2945751048,1097.29518266722,"Standard"
2020-05-24,5299.87104798615,13.8868908583647,5300.10771857974,5300.11196483805,5300.11462947973,1264.45779827373,4.14336884639932,1264.52848923656,1264.52967723609,1264.5304047674,"Standard"
2020-05-31,5839.69930281037,12.8910706720398,5839.91858437142,5839.92296911041,5839.92575939097,1448.89594258494,4.48803077227545,1448.97235237044,1448.97381322896,1448.97471584733,"Standard"
2020-06-07,5705.79435692361,10.2618464518937,5705.9645196548,5705.97209290747,5705.98154043315,1613.58059431341,4.83878802601176,1613.66245968985,1613.66456017122,1613.66596464818,"Standard"
2020-06-14,5100.03284877083,6.88884702633227,5100.14756556787,5100.15235388661,5100.15690999962,1574.67686506327,4.33459357128397,1574.74964273677,1574.75204099099,1574.75432698153,"Standard"
2020-06-21,4943.18417065727,4.25902398137475,4943.25461616454,4943.25811745592,4943.26082205014,1468.29125070395,3.37516419089541,1468.34776330295,1468.34979377688,1468.3517189833,"Standard"
2020-06-28,4876.09866947104,1.75920001795276,4876.12655209266,4876.12928918838,4876.13129869486,1382.08517918919,2.4015787740939,1382.12522463397,1382.12684723528,1382.12829987658,"Standard"
2020-07-05,4727.79304410372,0.667200252735734,4727.77886227944,4727.78148719988,4727.78444971562,1316.87080833273,1.49508604706672,1316.89546648764,1316.89675992229,1316.89781127666,"Standard"
2020-07-12,4390.25302724761,2.86216278922263,4390.20171660369,4390.20345325679,4390.2052525583,1224.01461718587,0.678197923979051,1224.02531207714,1224.02636736373,1224.02740369947,"Standard"
2020-07-19,4175.48718774347,4.9053446407492,4175.4012826693,4175.4022308455,4175.40311003018,1123.77059461804,0.0278007896049524,1123.7693479291,1123.77011145055,1123.77088764495,"Standard"
2020-07-26,3987.81933649979,6.71970303536065,3987.70232232532,3987.70293262378,3987.70354622963,1042.74590268024,0.634080714414769,1042.73441839108,1042.73492680771,1042.73541915712,"Standard"
