"date","Cases.Mean","Cases.sd","Cases.q2.5","Cases.q50","Cases.q97.5","Deaths.Mean","Deaths.sd","Deaths.q2.5","Deaths.q50","Deaths.q97.5"
2020-07-08,77233.8523215486,1445.21226362763,74671.0996556643,77344.7500897666,79790.013290551,15220.3239971113,394.74146766552,14436.8990123189,15212.8286666125,15860.5676294411
2020-07-09,77737.0193061563,1438.38278386997,75186.2199478413,77848.3735889504,80285.3450414699,15334.6321474525,396.754196994329,14548.8865699539,15328.8438681477,15978.1363577822
2020-07-10,78240.3452145953,1431.42316932196,75701.4202410414,78352.2866584899,80780.4625671747,15448.6927454728,398.680059236714,14660.8007708967,15441.9696664179,16095.2891049639
2020-07-11,78743.4489554693,1424.31204273597,76216.4176691711,78856.0843682963,81275.2409791383,15562.5365067276,400.519316150378,14772.6704128975,15554.4593570862,16212.0740208342
2020-07-12,79246.0099171683,1417.0328620596,76730.9714624515,79359.4262652062,81769.169604587,15676.1854044124,402.273010980921,14884.5149539737,15666.7799368219,16328.9521996804
2020-07-13,79747.7532979766,1409.57308733267,77244.871758035,79862.020848942,82261.8838139053,15789.654369855,403.942799171391,14996.3463702843,15778.944635449,16445.4857031701
2020-07-14,80248.4390457028,1401.92351220607,77757.9314332565,80363.4746521063,82753.1403530785,15902.9526098598,405.530811824446,15108.1706088187,15890.9606823365,16565.1630526024
2020-07-15,80747.8535898406,1394.07768319868,78269.9796552326,80863.4505350878,83242.7246578562,16016.0846277654,407.039542490813,15219.9887001949,16002.8304256604,16685.2761240235
2020-07-16,81245.8036653954,1386.03146876639,78780.8575331942,81361.9895493589,83730.4443463742,16129.0510212863,408.471753390674,15331.7976311006,16114.5522077041,16805.0321975065
2020-07-17,81742.1117251315,1377.78268790455,79290.4149323439,81858.9056773756,84216.124412768,16241.8491107815,409.830399453636,15443.5910319083,16226.1210545638,16924.4408639676
2020-07-18,82236.6125406694,1369.33080304916,79798.5081601003,82354.0263898771,84699.6035808713,16354.4734395196,411.118565931538,15555.3597191738,16337.5292236937,17043.5089089698
2020-07-19,82729.1506928149,1360.67667509975,80304.9984176513,82847.1899444193,85180.7316140312,16466.9161774105,412.339418518717,15667.0921316817,16448.6671086588,17162.2405409042
2020-07-20,83219.5787339931,1351.82235501366,80809.750717369,83338.2433880145,85659.3673228241,16579.1674508435,413.496163611322,15778.7746837874,16559.5965298493,17280.6375917211
2020-07-21,83707.7558515537,1342.77091085011,81312.633167943,83827.0410902247,86135.3770863135,16691.2156161918,414.592016669086,15890.3920551684,16670.3273226754,17398.6996966011
2020-07-22,84193.5469041302,1333.52628441325,81813.5165366187,84313.4436759262,86608.6337738338,16803.0474903107,415.630177681848,16001.9274324416,16780.8443855962,17516.4244574807
2020-07-23,84676.8217372613,1324.09316914065,82312.273992331,84797.3172544501,87079.0159585563,16914.648547521,416.61381187773,16113.3627132166,16891.1313927518,17633.8075959518
2020-07-24,85157.4547039975,1314.47690657557,82808.7809855224,85278.5328701255,87546.4073486206,17026.0030906577,417.54603501464,16224.6786810579,17001.1478563408,17750.8430974111
2020-07-25,85635.3243361593,1304.68339890253,83302.9152220933,85756.9661168938,88010.6963816709,17137.0944018949,418.429902595931,16335.8551577775,17110.8672686269,17867.5233482664
2020-07-26,86110.3131271066,1294.71903307453,83794.5566986231,86232.4968733107,88471.7759380207,17247.9048772027,419.268401758593,16446.871137742,17220.3012368335,17983.8392675429
2020-07-27,86582.3073939045,1284.5906152662,84283.58777938,86705.0091256249,88929.5431409926,17358.4161477466,420.0644455739,16557.7049078531,17329.4301251218,18099.7804333603
2020-07-28,87051.1971960639,1274.30531392992,84769.8932983053,87174.3908543685,89383.8992204507,17468.6091905542,420.82086920702,16668.6705793817,17438.2337696127,18215.3352047234
2020-07-29,87516.8762943425,1263.87060956965,85253.360674345,87640.5339660298,89834.7494210538,17578.4644301789,421.540427460517,16780.0485943267,17546.6915769077,18330.4908388411
2020-07-30,87979.2421362727,1253.29425043059,85733.8800324808,88103.3342560988,90282.0029418732,17687.9618327397,422.225793437186,16891.1854276983,17654.7826142792,18445.2336040184
2020-07-31,88438.1958592685,1242.58421296158,86211.3443245837,88562.6913931167,90725.5728972458,17797.0809933301,422.879558000302,17002.057126217,17762.4856926259,18559.5488881711
2020-08-01,88893.6421717894,1231.74865521462,86685.6494262344,89018.5087027188,91165.3760635722,17905.8012021163,423.504229096596,17112.6394621459,17869.7794160828,18673.421274169
2020-08-02,89342.2942584715,1220.87099212842,87153.3646143683,89466.4603061171,91598.7172289807,18014.0655153379,424.102210517326,17222.8707260359,17976.6068757725,18786.797006615
2020-08-03,89781.5812310838,1210.01897900907,87611.8006718601,89902.0941952581,92023.8862172812,18121.6910837438,424.675723371476,17332.5589363019,18082.7873724558,18899.4901204796
2020-08-04,90212.3556926281,1199.18055524712,88061.8339237641,90329.2277202372,92440.4589265965,18228.505157468,425.226829988493,17441.5224789606,18188.150364442,19011.3247381488
